id,url,reviewers,date,game,score
11137,/articles/2013/10/30/nickelodeons-teenage-mutant-ninja-turtles-review,['Scott Thompson'],2013-10-30T22:15:54.000Z,Nickelodeon's Teenage Mutant Ninja Turtles Review,5
11138,/articles/2000/12/21/nicktoon-racers,['Nix'],2000-12-21T00:30:00.000Z,Nicktoon Racers,3
11139,/articles/2007/11/09/nicktoons-attack-of-the-toybots-review-3,['Jack DeVries'],2007-11-09T02:25:00.000Z,Nicktoons: Attack of the Toybots Review,7
11140,/articles/2007/11/19/nicktoons-attack-of-the-toybots-review-2,['Meghan Sullivan'],2007-11-19T21:36:00.000Z,Nicktoons: Attack of the Toybots Review,6
11141,/articles/2007/11/20/nicktoons-attack-of-the-toybots-review,['Meghan Sullivan'],2007-11-20T00:14:00.000Z,Nicktoons: Attack of the Toybots Review,6
11142,/articles/2006/11/14/nicktoons-battle-for-volcano-island-review-ds,['Jack DeVries'],2006-11-14T08:51:08.000Z,Nicktoons: Battle for Volcano Island Review [DS],5.5
11143,/articles/2006/11/15/nicktoons-battle-for-volcano-island-review,['Jack DeVries'],2006-11-15T00:34:00.000Z,Nicktoons: Battle for Volcano Island Review [GBA],7
11144,/articles/2006/11/03/nicktoons-battle-for-volcano-island-review-2,['Micah Seff'],2006-11-03T11:13:00.000Z,Nicktoons: Battle for Volcano Island Review [PS2/GameCube],4.2
11145,/articles/2004/11/04/nicktoons-freeze-frame-frenzy,[],2004-11-04T02:05:00.000Z,Nicktoons: Freeze Frame Frenzy,5
11146,/articles/2004/11/17/nicktoons-movin,['Ed Lewis'],2004-11-17T17:36:00.000Z,Nicktoons Movin',6
11147,/articles/2002/06/20/nicktoons-racing,['Craig Harris'],2002-06-20T07:00:00.000Z,Nicktoons Racing,8
11148,/articles/2006/07/06/nicktoons-unite,['Mark Bozon'],2006-07-06T02:30:00.000Z,Nicktoons Unite!,5
11149,/articles/2017/08/14/nidhogg-2-review,['Chloi Rad'],2017-08-14T14:00:56.000Z,Nidhogg 2 Review,8
11150,/articles/2014/01/15/nidhogg-review,['Keza MacDonald'],2014-01-15T20:39:21.000Z,Nidhogg Review,9
11151,/articles/2010/04/22/nier-au-review,['Patrick Kolan'],2010-04-22T04:34:00.000Z,Nier AU Review,7.3
11152,/articles/2017/03/06/nier-automata-review,['Meghan Sullivan'],2017-03-06T14:00:38.000Z,Nier: Automata Review,8.9
11153,/articles/nier-replicant-ver-122474487139-review,['Mitchell Saltzman'],2021-04-22T12:00:29.000Z,NieR Replicant Ver. 1.22474487139 Review,8
11154,/articles/2010/05/11/nier-review,['Ryan Clements'],2010-05-11T18:29:00.000Z,Nier Review,7
11155,/articles/2009/05/13/night-at-the-museum-battle-of-the-smithsonian,['Sam Bishop'],2009-05-13T07:46:00.000Z,Night at the Museum: Battle of the Smithsonian,7.5
11156,/articles/2009/05/19/night-at-the-museum-battle-of-the-smithsonian-the-video-game-review,['Jack DeVries'],2009-05-19T21:01:00.000Z,Night at the Museum: Battle of the Smithsonian -- The Video Game Review,6.2
11157,/articles/2001/12/15/nightcaster,[],2001-12-15T00:30:00.000Z,Nightcaster,7.3
11158,/articles/2002/12/12/nightcaster-2-review,[],2002-12-12T08:00:00.000Z,Nightcaster 2 Review,3.7
11159,/articles/2006/03/01/nightclub-empire,['Levi Buchanan'],2006-03-01T01:59:00.000Z,Nightclub Empire,8.9
11160,/articles/2002/11/25/nightfire-review,[],2002-11-25T08:00:00.000Z,Nightfire Review,7
11161,/articles/2017/02/25/night-in-the-woods-review,['Chloi Rad'],2017-02-25T21:53:10.000Z,Night in the Woods Review,8.7
11162,/articles/1999/11/05/nightlong-union-city-conspiracy,[],1999-11-05T01:00:00.000Z,Nightlong: Union City Conspiracy,6.8
11163,/articles/2003/12/06/nightmare-creatures,['Levi Buchanan'],2003-12-06T02:46:00.000Z,Nightmare Creatures,6.5
11164,/articles/1998/12/01/nightmare-creatures-2,['Matt Casamassina'],1998-12-01T02:00:00.000Z,Nightmare Creatures,7.4
11165,/articles/1997/10/27/nightmare-creatures-3,[],1997-10-27T02:00:00.000Z,Nightmare Creatures,7.8
11166,/articles/2000/05/31/nightmare-creatures-ii-2,['Doug Perry'],2000-05-31T00:00:00.000Z,Nightmare Creatures II,8.3
11167,/articles/2000/06/13/nightmare-creatures-ii,[],2000-06-13T00:00:00.000Z,Nightmare Creatures II,5
11168,/articles/2004/02/06/nightshade-2,[],2004-02-06T17:33:00.000Z,Nightshade,7
11169,/articles/2008/08/18/nights-into-dreams-retro-review,['Levi Buchanan'],2008-08-18T22:00:00.000Z,NiGHTS into Dreams... Retro Review,8.7
11170,/articles/2008/01/25/nights-journey-of-dreams-au-review,['Cam Shea'],2008-01-25T06:54:00.000Z,NiGHTS: Journey of Dreams AU Review,6.9
11171,/articles/2007/12/18/nights-journey-of-dreams-review,[],2007-12-18T23:40:00.000Z,NiGHTS: Journey of Dreams Review,6.5
11172,/articles/2011/01/07/nightsky-review,['Daemon Hatfield'],2011-01-07T00:45:00.000Z,NightSky Review,7.5
11173,/articles/2006/07/13/night-watch,[],2006-07-13T20:19:00.000Z,Night Watch,6
11174,/articles/2009/01/28/niki-rock-ball-review,['Craig Harris'],2009-01-28T01:17:00.000Z,Niki: Rock & Ball Review,4.7
11175,/articles/2008/09/17/nikopol-secrets-of-the-immortals-review,[],2008-09-17T21:02:00.000Z,Nikopol: Secrets of the Immortals Review,8.2
11176,/articles/2010/11/04/nimbus-review,['Charles Onyett'],2010-11-04T22:05:00.000Z,Nimbus Review,8
11177,/articles/2010/07/08/ninety-nine-nights-2-review,['Anthony Gallegos'],2010-07-08T23:23:00.000Z,Ninety-Nine Nights 2 Review,4
11178,/articles/2002/09/16/ninja-assault,['Jeremy Dunham'],2002-09-16T07:00:00.000Z,Ninja Assault,5
11179,/articles/2009/04/06/ninja-blade-review,['Erik Brudvig'],2009-04-06T21:39:00.000Z,Ninja Blade Review,6.5
11180,/articles/2008/01/09/ninjabread-man-review,[],2008-01-09T00:09:00.000Z,Ninjabread Man Review,1.5
11181,/articles/2008/06/18/ninja-combat-review,['Lucas M. Thomas'],2008-06-18T07:11:00.000Z,Ninja Combat Review,3.5
11182,/articles/2008/08/06/ninja-commando-review,['Lucas M. Thomas'],2008-08-06T22:55:00.000Z,Ninja Commando Review,5.5
11183,/articles/2011/08/05/ninja-fishing-review,['Justin Davis'],2011-08-05T17:28:00.000Z,Ninja Fishing Review,8
11184,/articles/2003/04/21/ninja-five-o,['Craig Harris'],2003-04-21T07:00:00.000Z,Ninja Five-O,8.5
11185,/articles/1999/07/07/ninja-gaiden,[],1999-07-07T00:00:00.000Z,Ninja Gaiden,7
11186,/articles/2012/11/13/ninja-gaiden-3-razors-edge-review,['Ryan McCaffrey'],2012-11-13T18:00:35.000Z,Ninja Gaiden 3: Razor's Edge Review,7.6
11187,/articles/2012/03/19/ninja-gaiden-3-review,['Mitch Dyer'],2012-03-19T07:01:00.000Z,Ninja Gaiden 3 Review,3
11188,/articles/2010/01/27/ninja-gaiden-arcade-review,['Lucas M. Thomas'],2010-01-27T22:00:00.000Z,Ninja Gaiden Arcade Review,5
11189,/articles/2005/09/19/ninja-gaiden-black,['Erik Brudvig'],2005-09-19T16:16:00.000Z,Ninja Gaiden Black,9.4
11190,/articles/2008/03/07/ninja-gaiden-dragon-sword-review,['Craig Harris'],2008-03-07T19:02:00.000Z,Ninja Gaiden Dragon Sword Review,8.6
11191,/articles/2004/07/16/ninja-gaiden-episode-i-destiny,['Levi Buchanan'],2004-07-16T19:51:00.000Z,Ninja Gaiden Episode I: Destiny,8
11192,/articles/2008/06/08/ninja-gaiden-ii-au-review,['Cam Shea'],2008-06-08T05:00:00.000Z,Ninja Gaiden II AU Review,8
11193,/articles/1999/07/18/ninja-gaiden-iii-the-ancient-ship-of-doom,[],1999-07-18T00:00:00.000Z,Ninja Gaiden III: The Ancient Ship of Doom,8
11194,/articles/2008/02/28/ninja-gaiden-iii-the-ancient-ship-of-doom-review,['Lucas M. Thomas'],2008-02-28T09:00:00.000Z,Ninja Gaiden III: The Ancient Ship of Doom Review,8
11195,/articles/2008/05/26/ninja-gaiden-ii-review,['Erik Brudvig'],2008-05-26T07:01:00.000Z,Ninja Gaiden II Review,8.7
11196,/articles/2007/10/16/ninja-gaiden-ii-the-dark-sword-of-chaos-review,['Lucas M. Thomas'],2007-10-16T00:55:00.000Z,Ninja Gaiden II: The Dark Sword of Chaos Review,8.5
11197,/articles/2007/10/15/ninja-gaiden-ii-the-dark-sword-of-chaos-review-2,['Lucas M. Thomas'],2007-10-15T07:47:00.000Z,Ninja Gaiden II: The Dark Sword of Chaos Review,8.5
11198,/articles/2007/05/14/ninja-gaiden-review,['Lucas M. Thomas'],2007-05-14T07:36:00.000Z,Ninja Gaiden Review,9
11199,/articles/2004/02/27/ninja-gaiden-review-2,['Hilary Goldstein'],2004-02-27T08:01:00.000Z,Ninja Gaiden Review,9.4
11200,/articles/2013/03/05/ninja-gaiden-sigma-2-plus-review,['Vince Ingenito'],2013-03-05T23:42:50.000Z,Ninja Gaiden Sigma 2 Plus Review,6
11201,/articles/2009/09/22/ninja-gaiden-sigma-2-review,[],2009-09-22T22:02:00.000Z,Ninja Gaiden Sigma 2 Review,8.4
11202,/articles/2007/07/05/ninja-gaiden-sigma-au-review,['Patrick Kolan'],2007-07-05T02:11:00.000Z,Ninja Gaiden Sigma AU Review,8.8
11203,/articles/2012/02/16/ninja-gaiden-sigma-plus-review,['Jack DeVries'],2012-02-16T22:42:00.000Z,Ninja Gaiden Sigma Plus Review,8
11204,/articles/2007/06/30/ninja-gaiden-sigma-review-2,['Chris Roper'],2007-06-30T01:10:00.000Z,Ninja Gaiden Sigma Review,9.3
11205,/articles/2009/01/01/ninja-gaiden-sigma-review,['Chris Roper'],2009-01-01T02:02:00.000Z,Ninja Gaiden Sigma Review,9.3
11206,/articles/2007/10/23/ninja-jajamaru-kun-review,['Lucas M. Thomas'],2007-10-23T00:55:00.000Z,Ninja JaJaMaru-kun Review,5
11207,/articles/2008/03/11/ninja-reflex-review,[],2008-03-11T22:45:00.000Z,Ninja Reflex Review,6
11208,/articles/2008/04/16/ninja-reflex-steamworks-edition,[],2008-04-16T20:30:00.000Z,Ninja Reflex: Steamworks Edition,6
11209,/articles/1998/10/13/ninja-shadow-of-darkness,['Doug Perry'],1998-10-13T01:00:00.000Z,Ninja: Shadow of Darkness,6.5
11210,/articles/2007/05/14/ninja-spirit-review,['Lucas M. Thomas'],2007-05-14T08:21:00.000Z,Ninja Spirit Review,8
11211,/articles/2004/02/29/ninja-tower,['Levi Buchanan'],2004-02-29T00:47:00.000Z,Ninja Tower,8
11212,/articles/2008/10/27/ninjatown-review,['Daemon Hatfield'],2008-10-27T18:25:00.000Z,Ninjatown Review,8.7
11213,/articles/2010/05/21/ninjatown-trees-of-doom-iphone-review,['Levi Buchanan'],2010-05-21T23:54:00.000Z,Ninjatown: Trees of Doom iPhone Review,7
11214,/articles/2018/03/19/ni-no-kuni-2-revenant-kingdom-review,['Cam Shea'],2018-03-19T14:00:45.000Z,Ni No Kuni 2: Revenant Kingdom Review,7.8
11215,/articles/2013/01/15/ni-no-kuni-wrath-of-the-white-witch-review,['Colin Moriarty'],2013-01-15T08:00:35.000Z,Ni No Kuni: Wrath of the White Witch Review,9.4
11216,/articles/2007/07/06/nintendo-ds-opera-browser-review,['Craig Harris'],2007-07-06T20:42:00.000Z,Nintendo DS Opera Browser Review,3.5
11217,/articles/2005/11/30/nintendogs-best-friends-version,['Craig Harris'],2005-11-30T19:18:00.000Z,Nintendogs: Best Friends Version,8.8
11218,/articles/2011/03/23/nintendogs-cats-french-bulldog-new-friends-review,['Jack DeVries'],2011-03-23T19:46:00.000Z,Nintendogs + Cats: French Bulldog & New Friends Review,7
11219,/articles/2011/03/23/nintendogs-cats-golden-retriever-new-friends-review,['Jack DeVries'],2011-03-23T19:48:00.000Z,Nintendogs + Cats: Golden Retriever & New Friends Review,7
11220,/articles/2011/03/23/nintendogs-cats-toy-poodle-new-friends-review,['Jack DeVries'],2011-03-23T21:06:00.000Z,Nintendogs + Cats: Toy Poodle & New Friends Review,7
11221,/articles/2005/08/19/nintendogs-chihuahua-friends,['Craig Harris'],2005-08-19T17:43:00.000Z,Nintendogs: Chihuahua & Friends,8.8
11222,/articles/2005/08/19/nintendogs-dachshund-friends,['Craig Harris'],2005-08-19T17:46:00.000Z,Nintendogs: Dachshund & Friends,8.8
11223,/articles/2006/10/16/nintendogs-dalmatian-and-friends-review,['Craig Harris'],2006-10-16T22:08:00.000Z,Nintendogs: Dalmatian and Friends Review,8.8
11224,/articles/2005/08/19/nintendogs-lab-friends,['Craig Harris'],2005-08-19T17:46:00.000Z,Nintendogs: Lab & Friends,8.8
11225,/articles/2018/08/24/nintendo-labo-variety-kit-review,['Ben Bertoli'],2018-08-24T23:45:51.000Z,Nintendo Labo Variety Kit Review,7.6
11226,/articles/2019/04/16/nintendo-labo-vr-kit-review,['Ben Bertoli'],2019-04-16T00:11:31.000Z,Nintendo Labo VR Kit Review,7.9
11227,/articles/2012/11/15/nintendo-land-review,['Audrey Drake'],2012-11-15T18:00:35.000Z,Nintendo Land Review,8.7
11228,/articles/2019/09/26/nintendo-switch-lite-review,['Tom Marks'],2019-09-26T22:19:25.000Z,Nintendo Switch Lite Review,8.3
11229,/articles/nintendo-switch-oled-review,['Taylor Lyles'],2021-10-06T13:00:00.000Z,Nintendo Switch – OLED Model Review,8
11230,/articles/2017/03/08/nintendo-switch-review,['Vince Ingenito'],2017-03-08T00:57:04.000Z,Nintendo Switch Review,7
11231,/articles/2018/09/27/nintendo-switch-review-2018,['Tom Marks'],2018-09-27T22:04:03.000Z,Nintendo Switch Review - 2018,8.3
11232,/articles/nioh-2-review,['Mitchell Saltzman'],2020-03-10T22:00:20.000Z,Nioh 2 Review,9
11233,/articles/nioh-2-the-tengus-disciple-dlc-review,['Mitchell Saltzman'],2020-08-04T20:56:19.000Z,Nioh 2: The Tengu's Disciple DLC Review,8
11234,/articles/2017/02/02/nioh-review,['Chloi Rad'],2017-02-02T08:01:26.000Z,Nioh Review,9.6
11235,/articles/1999/08/11/nira-intense-import-drag-racing,[],1999-08-11T00:00:00.000Z,NIRA Intense Import Drag Racing,7
11236,/articles/2010/05/12/nirvana-revenge-iphone-review,['Levi Buchanan'],2010-05-12T18:26:00.000Z,Nirvana Revenge iPhone Review,8
11237,/articles/2008/01/23/nitrobike-review,[],2008-01-23T22:59:00.000Z,Nitrobike Review,6.5
11238,/articles/2008/02/07/nitrostreet-racing-review,['Levi Buchanan'],2008-02-07T21:37:00.000Z,NitroStreet Racing Review,8
11239,/articles/nobody-saves-the-world-review,['Mitchell Saltzman'],2022-01-18T13:00:57.000Z,Nobody Saves the World Review,7
11240,/articles/2009/02/05/nobunagas-ambition-iron-triangle,['Sam Bishop'],2009-02-05T21:56:00.000Z,Nobunaga's Ambition: Iron Triangle,8
11241,/articles/2009/04/28/nobunagas-ambition-review-2,['Lucas M. Thomas'],2009-04-28T23:55:00.000Z,Nobunaga's Ambition Review,7
11242,/articles/2009/04/29/nobunagas-ambition-review,['Lucas M. Thomas'],2009-04-29T15:33:00.000Z,Nobunaga's Ambition Review,7
11243,/articles/2008/02/06/nobunagas-ambition-rise-to-power-review,['Jeff Haynes'],2008-02-06T23:05:00.000Z,Nobunaga's Ambition: Rise to Power Review,6.5
11244,/articles/2007/08/31/nobuo-uematsu-blue-dragon-original-soundtrack-review,['Meghan Sullivan'],2007-08-31T17:19:00.000Z,Nobuo Uematsu - Blue Dragon Original Soundtrack Review,6.5
11245,/articles/2009/02/24/noby-noby-boy-review,['Chris Roper'],2009-02-24T22:00:00.000Z,Noby Noby Boy Review,6
11246,/articles/2009/02/20/noby-noby-boy-uk-review,['Keza MacDonald'],2009-02-20T10:30:00.000Z,Noby Noby Boy UK Review,9
11247,/articles/1999/11/23/nocturne,[],1999-11-23T01:00:00.000Z,Nocturne,7.4
11248,/articles/2000/12/15/no-escape,[],2000-12-15T00:30:00.000Z,No Escape,6
11249,/articles/2000/01/08/no-fear-downhill-mountain-bike-racing,['Nix'],2000-01-08T01:00:00.000Z,No Fear Downhill Mountain Bike Racing,5.5
11250,/articles/2009/03/04/no-gravity-the-plague-of-the-mind-review,['Sam Bishop'],2009-03-04T23:10:00.000Z,No Gravity: The Plague of the Mind Review,7
11251,/articles/2010/11/13/no-heroes-allowed-review,['Ryan Clements'],2010-11-13T02:05:00.000Z,No Heroes Allowed! Review,7
11252,/articles/2010/08/24/no-human-iphone-review,['Levi Buchanan'],2010-08-24T17:47:00.000Z,"No, Human iPhone Review",8
11253,/articles/2003/10/24/no-mans-land-fight-for-your-rights-review,[],2003-10-24T21:19:00.000Z,No Man's Land: Fight for your Rights Review,7.6
11254,/articles/2019/09/14/no-mans-sky-beyond-review,['Travis Northup'],2019-09-14T00:17:25.000Z,No Man's Sky Beyond Review,7.8
11255,/articles/2018/07/31/no-mans-sky-next-review,['Dan Stapleton'],2018-07-31T01:05:58.000Z,No Man's Sky NEXT Review,7
11256,/articles/2016/08/16/no-mans-sky-review,['Dan Stapleton'],2016-08-16T19:24:27.000Z,No Man's Sky Review,6
11257,/articles/2010/01/22/no-more-heroes-2-desperate-struggle-review,['Mark Bozon'],2010-01-22T00:00:00.000Z,No More Heroes 2: Desperate Struggle Review,8.8
11258,/articles/no-more-heroes-3-review,['Matt Kim'],2021-08-27T04:00:57.959Z,No More Heroes 3 Review,6
11259,/articles/2008/03/20/no-more-heroes-au-review,['Patrick Kolan'],2008-03-20T03:30:00.000Z,No More Heroes AU Review,8.5
11260,/articles/2011/08/16/no-more-heroes-heroes-paradise-review,['Jack DeVries'],2011-08-16T02:56:00.000Z,No More Heroes: Heroes' Paradise Review,7.5
11261,/articles/2008/01/22/no-more-heroes-review,[],2008-01-22T22:40:00.000Z,No More Heroes Review,7.8
11262,/articles/2008/01/29/no-more-heroes-uk-review,['Matt Wales'],2008-01-29T11:58:00.000Z,No More Heroes UK Review,8.9
11263,/articles/2006/11/30/nom-review,['Levi Buchanan'],2006-11-30T19:26:00.000Z,NOM Review,7.8
11264,/articles/1998/12/03/no-one-can-stop-mr-domino,['Doug Perry'],1998-12-03T02:00:00.000Z,No One Can Stop Mr. Domino,7.8
11265,/articles/2002/04/23/no-one-lives-forever,[],2002-04-23T07:00:00.000Z,No One Lives Forever,6.9
11266,/articles/2000/11/11/no-one-lives-forever-3,[],2000-11-11T01:00:00.000Z,No One Lives Forever,9.1
11267,/articles/2002/10/02/no-one-lives-forever-2-a-spy-in-harms-way,['Steve Butts'],2002-10-02T07:00:00.000Z,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,9
11268,/articles/2002/11/21/no-one-lives-forever-goty-edition,['Rick Sanchez'],2002-11-21T08:00:00.000Z,No One Lives Forever GOTY Edition,9.1
11269,/articles/2010/05/07/normaltanks-review,['Ryan Clements'],2010-05-07T17:50:00.000Z,NormalTanks Review,2.5
11270,/articles/1997/05/12/norse-by-norsewest,[],1997-05-12T07:00:00.000Z,Norse By Norsewest,6
11271,/articles/2004/04/02/northland-review,[],2004-04-02T21:16:00.000Z,Northland Review,6.4
11272,/articles/1999/03/20/north-vs-south,[],1999-03-20T02:00:00.000Z,North vs. South,7
11273,/articles/2001/12/08/no-rules-get-phat,['Craig Harris'],2001-12-08T00:30:00.000Z,No Rules: Get Phat,3
11274,/articles/2003/11/26/nosferatu-the-wrath-of-malachi-review,[],2003-11-26T00:15:00.000Z,Nosferatu: The Wrath of Malachi Review,6.8
11275,/articles/2009/10/27/nostalgia-review,['Levi Buchanan'],2009-10-27T17:29:00.000Z,Nostalgia Review,7.2
11276,/articles/2008/10/20/nostradamus-the-last-prophecy-review,[],2008-10-20T21:05:00.000Z,Nostradamus: The Last Prophecy Review,7.4
11277,/articles/2007/07/20/no-surrender-battle-of-the-bulge-review,[],2007-07-20T00:59:00.000Z,No Surrender: Battle of the Bulge Review,5.5
11278,/articles/1999/04/02/notepad,[],1999-04-02T01:00:00.000Z,Notepad,1.5
11279,/articles/2014/01/14/not-the-robots-review,[],2014-01-14T01:06:26.000Z,Not the Robots Review,6.5
11280,/articles/2010/12/16/nova-2-iphone-review,['Levi Buchanan'],2010-12-16T06:01:00.000Z,N.O.V.A. 2 iPhone Review,8.5
11281,/articles/2010/07/15/nova-android-review,['Levi Buchanan'],2010-07-15T21:37:00.000Z,N.O.V.A. Android Review,8.5
11282,/articles/2007/01/26/novadrome-review,[],2007-01-26T00:58:00.000Z,Novadrome Review,3.7
11283,/articles/2010/04/14/nova-hd-ipad-review,['Levi Buchanan'],2010-04-14T21:13:00.000Z,N.O.V.A. HD iPad Review,6.5
11284,/articles/2009/12/17/nova-review,['Levi Buchanan'],2009-12-17T19:30:00.000Z,N.O.V.A. Review,9
11285,/articles/1996/11/26/novastorm,[],1996-11-26T02:00:00.000Z,Novastorm,2
11286,/articles/2008/06/09/novastrike-review,['Jeff Haynes'],2008-06-09T21:56:00.000Z,NovaStrike Review,3.5
11287,/articles/2000/02/26/nox,[],2000-02-26T00:30:00.000Z,Nox,8.9
11288,/articles/2008/11/24/nppl-championship-paintball-2009-review,[],2008-11-24T17:34:00.000Z,NPPL: Championship Paintball 2009 Review,4.9
11289,/articles/2008/11/22/nppl-championship-paintball-2009-review-2,[],2008-11-22T01:24:00.000Z,NPPL: Championship Paintball 2009 Review,4.9
11290,/articles/2006/11/27/nra-gun-club-review,['Ed Lewis'],2006-11-27T23:33:00.000Z,NRA Gun Club Review,1.5
11291,/articles/2005/01/29/nra-varmint-hunter,['Ivan Sulic'],2005-01-29T02:48:00.000Z,NRA Varmint Hunter,1
11292,/articles/2008/02/22/n-review-3,['Ryan Geddes'],2008-02-22T23:12:00.000Z,N+ Review,8.5
11293,/articles/2008/08/27/n-review,['Ryan Clements'],2008-08-27T22:22:00.000Z,N+ Review,7.8
11294,/articles/2008/08/25/n-review-2,['Daemon Hatfield'],2008-08-25T17:30:00.000Z,N+ Review,9
11295,/articles/1999/12/04/nuclear-strike,[],1999-12-04T01:00:00.000Z,Nuclear Strike,7.1
11296,/articles/1997/09/25/nuclear-strike-3,[],1997-09-25T01:00:00.000Z,Nuclear Strike,7.6
11297,/articles/2015/12/16/nuclear-throne-review,['Chloi Rad'],2015-12-16T20:42:33.000Z,Nuclear Throne Review,9
11298,/articles/2008/07/29/numba-review,['Levi Buchanan'],2008-07-29T00:29:00.000Z,Numba Review,7.5
11299,/articles/nuts-review,['Simon Cardy'],2021-01-22T14:00:22.000Z,Nuts Review,7
11300,/articles/2016/12/16/nvidia-geforce-gtx-1070-founderas-edition-review,[],2016-12-16T21:45:19.000Z,Nvidia GeForce GTX 1070 Founder’s Edition Review,9.6
11301,/articles/2016/12/15/nvidia-geforce-gtx-1080-founderas-edition-review,[],2016-12-15T22:42:59.000Z,Nvidia GeForce GTX 1080 Founder’s Edition Review,9.4
11302,/articles/2017/03/13/nvidia-geforce-gtx-1080-ti-founders-edition-review,[],2017-03-13T23:34:57.000Z,Nvidia Geforce GTX 1080 Ti Founder's Edition Review,9.7
11303,/articles/2009/08/10/nyxquest-kindred-spirits-review,['Matt Casamassina'],2009-08-10T22:53:00.000Z,NyxQuest: Kindred Spirits Review,8.5
11304,/articles/2011/08/25/nyxquest-review-ios,['Justin Davis'],2011-08-25T22:25:00.000Z,Nyxquest Review (iOS),7.5
11305,/articles/2007/01/02/oasis-review,['Levi Buchanan'],2007-01-02T21:07:00.000Z,Oasis Review,7.2
11306,/articles/2015/02/28/oblitus-review,['Brendan Graeber'],2015-02-28T01:21:16.000Z,Oblitus Review,7
11307,/articles/2005/04/07/obscure,['Jeremy Dunham'],2005-04-07T02:39:00.000Z,Obscure,7.6
11308,/articles/2007/08/02/obscure-ii-uk-review,['Matt Wales'],2007-08-02T11:20:00.000Z,Obscure II UK Review,7.5
11309,/articles/2008/03/26/obscure-the-aftermath-review-2,['Ryan Clements'],2008-03-26T04:00:00.000Z,Obscure: The Aftermath Review,7.5
11310,/articles/2008/03/26/obscure-the-aftermath-review-3,['Ryan Clements'],2008-03-26T00:00:00.000Z,Obscure: The Aftermath Review,6.3
11311,/articles/2009/09/30/obscure-the-aftermath-review,['Ryan Clements'],2009-09-30T19:00:00.000Z,Obscure: The Aftermath Review,6
11312,/articles/2008/03/25/obscure-the-aftermath-review-4,['Ryan Clements'],2008-03-25T17:25:00.000Z,Obscure: The Aftermath Review,7
11313,/articles/2019/05/21/observation-review,['Simon Cardy'],2019-05-21T14:00:19.000Z,Observation Review,9
11314,/articles/observer-system-redux-review,['Sarah LeBoeuf'],2021-07-28T17:10:24.176Z,Observer: System Redux Review,8
11315,/articles/2009/05/12/ocean-commander-review,['Jack DeVries'],2009-05-12T19:28:00.000Z,Ocean Commander Review,2
11316,/articles/2007/06/25/oceans-13-review,['Levi Buchanan'],2007-06-25T20:25:00.000Z,Ocean's 13 Review,5.5
11317,/articles/2014/01/30/octodad-dadliest-catch-review,['Cam Shea'],2014-01-30T22:41:32.000Z,Octodad: Dadliest Catch PC Review,7.8
11318,/articles/2014/04/24/octodad-dadliest-catch-ps4-review,['Cam Shea'],2014-04-24T03:42:41.000Z,Octodad: Dadliest Catch PS4 Review,7.8
11319,/articles/2008/04/25/octomania-review,['Daemon Hatfield'],2008-04-25T21:48:00.000Z,Octomania Review,7.6
11320,/articles/2018/07/12/octopath-traveler-review,['Seth Macy'],2018-07-12T13:00:58.000Z,Octopath Traveler Review,9.3
11321,/articles/oculus-quest-2-review,['Whitson Gordon'],2020-09-16T17:30:45.000Z,Oculus Quest 2 Review,9
11322,/articles/2019/05/21/oculus-quest-review,['Whitson Gordon'],2019-05-21T14:40:01.000Z,Oculus Quest Review,9.5
11323,/articles/2016/03/31/oculus-rift-review,['Dan Stapleton'],2016-03-31T01:54:16.000Z,Oculus Rift Review,9
11324,/articles/2016/12/05/oculus-touch-controllers-review,['Dan Stapleton'],2016-12-05T15:00:57.000Z,Oculus Touch Controllers Review,9
11325,/articles/2006/04/11/odama,['Matt Casamassina'],2006-04-11T23:15:00.000Z,Odama,6.5
11326,/articles/1999/01/30/oddworld-abes-exoddus-3,[],1999-01-30T01:00:00.000Z,Oddworld: Abe's Exoddus,8.5
11327,/articles/1998/12/01/oddworld-abes-exoddus,['Doug Perry'],1998-12-01T02:00:00.000Z,Oddworld: Abe's Exoddus,7.8
11328,/articles/1997/09/23/oddworld-abes-oddysee,[],1997-09-23T01:00:00.000Z,Oddworld: Abe's Oddysee,7.5
11329,/articles/2000/01/27/oddworld-adventures-2,['Craig Harris'],2000-01-27T01:00:00.000Z,Oddworld Adventures 2,7
11330,/articles/2001/11/10/oddworld-munchs-oddysee-4,[],2001-11-10T00:30:00.000Z,Oddworld: Munch's Oddysee,7.4
11331,/articles/2003/09/29/oddworld-munchs-oddysee,['Craig Harris'],2003-09-29T23:28:00.000Z,Oddworld: Munch's Oddysee,4
11332,/articles/2014/07/21/oddworld-new-n-tasty-review,[],2014-07-21T18:35:41.000Z,Oddworld: New 'N' Tasty Review,8.5
11333,/articles/oddworld-soulstorm-review,['Travis Northup'],2021-04-13T17:28:19.000Z,Oddworld: Soulstorm Review,7
11334,/articles/2005/01/24/oddworld-strangers-wrath-3,[],2005-01-24T17:48:00.000Z,Oddworld Stranger's Wrath,8.8
11335,/articles/2011/12/23/oddworld-strangers-wrath-hd-review,['Anthony Gallegos'],2011-12-23T01:15:00.000Z,Oddworld: Stranger's Wrath HD Review,7.5
11336,/articles/2016/06/01/odin-sphere-leifthrasir-review,['Meghan Sullivan'],2016-06-01T16:00:12.000Z,Odin Sphere: Leifthrasir Review,9.5
