id,review_title,score,phrase,reviewer,reviewed_on,review_date,review_id,review_url,game_title,release_date,platform,genre,features,franchise,developer,publisher,game_id,game_url
1130,Backyard Basketball 2007,2.5,painful,,,2007-04-10,aab90e34-b67e-4b59-aff5-27b235073076,/articles/2007/04/10/backyard-basketball-2007,Backyard Basketball,2006-09-26,"['Game Boy Advance', 'PlayStation 2', 'PC', 'Nintendo DS', 'GameCube']",Sports,"['Number Of Players', 'Memory Card', 'Local - VS # of Players', 'Multi-cartridge Multiplayer', 'Cartridge Save']",Backyard Sports,"['Mistic Software', 'Humongous']","['Infogrames', 'Ingram Entertainment', 'Atari']",e57e00cb-e0b4-48e9-9041-fd50e6525441,/games/backyard-basketball-887839
1131,Backyard Basketball 2007 Review,6.5,okay,Chris Adams,,2007-10-18,3277c357-5cfa-4d04-901c-f00874236fb4,/articles/2007/10/18/backyard-basketball-2007-review,Backyard Basketball,2006-09-26,"['Game Boy Advance', 'PlayStation 2', 'PC', 'Nintendo DS', 'GameCube']",Sports,"['Number Of Players', 'Memory Card', 'Local - VS # of Players', 'Multi-cartridge Multiplayer', 'Cartridge Save']",Backyard Sports,"['Mistic Software', 'Humongous']","['Infogrames', 'Ingram Entertainment', 'Atari']",e57e00cb-e0b4-48e9-9041-fd50e6525441,/games/backyard-basketball-887839
1132,Backyard Football,4.5,bad,,,2002-10-21,ac246bc6-c64f-49b5-993e-fa434699bc72,/articles/2002/10/21/backyard-football,Backyard Football,1999-12-31,"['Macintosh', 'PC', 'PlayStation', 'Game Boy Advance', 'GameCube']",Sports,"['Number Of Players', 'Memory Card', 'Memory Blocks', '480p']",Backyard Sports,"['Infogrames', 'Left Field  Productions, Inc.', 'Humongous']","['Infogrames', 'GT Interactive', 'Humongous']",76fbd13b-e286-4336-a97c-8d00bc1ac0f9,/games/backyard-football-805570
1133,Backyard Football 2006,5.5,mediocre,Chris Roper,,2005-10-03,246706ed-3bfb-4d7a-b6c7-52e28412d0f5,/articles/2005/10/03/backyard-football-2006-2,Backyard Football 2006,2005-09-21,"['PlayStation 2', 'PC', 'Game Boy Advance']","['Action', 'Sports']","['Number Of Players', 'Memory Card', 'Vibration', 'DualShock']",Backyard Sports,Humongous,"['Ingram Entertainment', 'Atari']",529a276b-18f2-40a0-bbb5-ecf8d11bf4e4,/games/backyard-football-2006
1134,Backyard Football 2006,5.5,mediocre,Mark Bozon,,2005-12-10,6f51a4bc-3c3e-4688-a915-ba529ef9af95,/articles/2005/12/10/backyard-football-2006,Backyard Football 2006,2005-09-21,"['PlayStation 2', 'PC', 'Game Boy Advance']","['Action', 'Sports']","['Number Of Players', 'Memory Card', 'Vibration', 'DualShock']",Backyard Sports,Humongous,"['Ingram Entertainment', 'Atari']",529a276b-18f2-40a0-bbb5-ecf8d11bf4e4,/games/backyard-football-2006
1135,Backyard Football 2008 Review,6,okay,Lucas M. Thomas,,2008-01-08,9afbbac8-6c8f-4ba9-99d6-8e5e837ce8bb,/articles/2008/01/08/backyard-football-2008-review,Backyard Football,2007-10-02,"['Nintendo DS', 'PlayStation 2', 'Wii', 'PC']",Sports,Number Of Players,Backyard Sports,"['FarSight Studios', 'Torus Games', 'Humongous']",Atari,71ac32fb-45f5-49ed-8ab8-a73519e6dfed,/games/backyard-football
1136,Backyard Football 2008 Review,1.5,unbearable,Chris Adams,,2007-10-18,d058ce5a-51f9-4936-8e21-124f3639cd84,/articles/2007/10/18/backyard-football-2008-review-2,Backyard Football,2007-10-02,"['Nintendo DS', 'PlayStation 2', 'Wii', 'PC']",Sports,Number Of Players,Backyard Sports,"['FarSight Studios', 'Torus Games', 'Humongous']",Atari,71ac32fb-45f5-49ed-8ab8-a73519e6dfed,/games/backyard-football
1137,Backyard Hockey,6,okay,Craig Harris,,2003-11-08,ec2289d8-ad29-4684-949f-b3bee90a954b,/articles/2003/11/08/backyard-hockey,Backyard Hockey,2002-06-01,"['PC', 'Game Boy Advance']",Sports,"['Number Of Players', 'Memory Card', 'Multi-cartridge Multiplayer', 'Cartridge Save']",Backyard Sports,"['Infogrames', 'Mistic Software']","['Infogrames', 'Ingram Entertainment', 'Fillpoint', 'Atari']",bb70dd03-e5a4-4247-8823-ff13f53402f0,/games/backyard-hockey-805573
1138,Backyard Hockey Review,4,bad,Chris Adams,,2007-10-18,b61da4fc-b1da-4a8a-ad76-3bb497e2a04d,/articles/2007/10/18/backyard-hockey-review,Backyard Hockey,2007-10-02,Nintendo DS,Sports,"['Number Of Players', 'Local - VS # of Players', 'Multi-cartridge Multiplayer', 'Cartridge Save']",Backyard Sports,Mistic Software,Humongous Entertainment,fa5e40e0-e9c0-4670-acc3-0d19a11610ba,/games/backyard-hockey
1139,Backyard Wrestling 2: There Goes the Neighborhood,5.6,mediocre,Jeremy Dunham,,2004-11-19,f7f8479e-7da2-4bed-b964-15926692e514,/articles/2004/11/19/backyard-wrestling-2-there-goes-the-neighborhood,Backyard Wrestling 2: There Goes the Neighborhood,2004-11-16,"['Xbox', 'PlayStation 2']",Wrestling,"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Stereo Surround', 'Dolby Digital']",Backyard Wrestling,Paradox Development,"['Ingram Entertainment', 'Eidos Interactive']",d2960128-2db2-4525-924b-dccebe33eaf3,/games/backyard-wrestling-2-there-goes-the-neighborhood
1140,Backyard Wrestling: Don't Try This At Home,6.5,okay,Jeremy Dunham,,2003-10-08,ab299e5e-0109-47c3-9f63-a89baf4127fa,/articles/2003/10/08/backyard-wrestling-dont-try-this-at-home,Backyard Wrestling: Don't Try This at Home,2003-10-07,"['Xbox', 'PlayStation 2', 'PC']",Wrestling,"['Number Of Players', 'Memory Card', 'Custom Soundtrack', 'Vibration', 'DualShock', 'Stereo Surround']",Backyard Wrestling,"['Paradox Development', 'Paradox  Interactive']","['Ingram Entertainment', 'Eidos Interactive']",952b6150-4665-4437-93a0-8124ab29a685,/games/backyard-wrestling-dont-try-this-at-home
1141,Bacon Cloning: Cloning Makes Everything The Same,7,good,Mikey,,1999-05-13,7b529379-260d-42dc-a875-4822954c6293,/articles/1999/05/13/bacon-cloning-cloning-makes-everything-the-same,Bacon Testing {Test},1920-10-14,"['Bacon Testing {TEST} Platform 1', 'Bacon Testing {TEST} Platform 2']",Food,Bacon Testing {TEST} Feature,Bacon Testing {TEST} Franchise,Bacon Testing {TEST} Developer,"['Bacon Testing {TEST} Publisher', 'DUPLICATE Circle Entertaimment']",ab276d39-d64b-4243-94ab-c3a15114d1bd,/games/bacon-testing-test
1142,Bacon Crossing: Bacon Makes Everything Better,7,good,Mikey,,1999-09-24,dee0876a-ec8c-4a2c-b48e-8ac0172a306d,/articles/1999/09/24/bacon-crossing-bacon-makes-everything-better,Bacon Testing {Test},1920-10-14,"['Bacon Testing {TEST} Platform 1', 'Bacon Testing {TEST} Platform 2']",Food,Bacon Testing {TEST} Feature,Bacon Testing {TEST} Franchise,Bacon Testing {TEST} Developer,"['Bacon Testing {TEST} Publisher', 'DUPLICATE Circle Entertaimment']",ab276d39-d64b-4243-94ab-c3a15114d1bd,/games/bacon-testing-test
1143,Bacon Crossing: Content Embeds,8,great,Mikey,,1999-06-21,55f8d797-2355-47ee-893c-f61f72b261bc,/articles/1999/06/21/bacon-crossing-content-embeds,Bacon Testing 2.0 {Test},1999-06-22,"['Bacon Testing {TEST} Platform 2', 'Bacon Testing {TEST} Platform 1']",Food,Bacon Testing {TEST} Feature,Bacon Testing {TEST} Franchise,Bacon Testing {TEST} Developer,Bacon Testing {TEST} Publisher,93cfa63b-6e63-4aa9-83ba-e8c81553de34,/games/bacon-testing-20-test
1144,Bad Boys II Review,4.8,bad,,,2004-06-30,e44b01d9-5797-467d-ba23-83faa8f990ac,/articles/2004/06/30/bad-boys-ii-review,Bad Boys II,,PC,Action,"['Number Of Players', 'Vibration']",Bad Boys,Blitz Games,Empire Interactive,4f408f78-ad45-4888-a5fe-5e2966b9f1b9,/games/bad-boys-ii
1145,Bad Boys: Miami Takedown,3.6,awful,Hilary Goldstein,,2004-09-28,10d5bb09-4fb4-4385-972e-d191202f0a1d,/articles/2004/09/28/bad-boys-miami-takedown,Bad Boys: Miami Takedown,2004-09-21,"['GameCube', 'Xbox', 'PlayStation 2']","['Action', 'Shooter']","['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Memory Blocks']",Bad Boys,Blitz Games,"['Ingram Entertainment', 'Empire Interactive', 'Crave Entertainment']",573f7f95-8e79-430e-af7c-d6c03b47b8a4,/games/bad-boys-miami-takedown
1146,Bad Day L.A. Review,2.7,painful,Dan Adams,,2006-09-18,b898b221-3d96-4f63-a809-875f1849fb77,/articles/2006/09/18/bad-day-la-review,Bad Day L.A.,2006-08-21,"['PC', 'Xbox']",Action,"['Number Of Players', 'Memory Card']",,Enlight,"['TMIEC - The Mauretania Import Export Company', 'Enlight']",b8252baa-6b48-4816-93df-786b4ecf8ea2,/games/bad-day-la
1147,Bad Piggies Review,9.2,amazing,Justin Davis,,2012-10-02,62f00431-4bbb-4cec-be9f-f98343a8ae82,/articles/2012/10/02/bad-piggies-review,Bad Piggies,2012-09-27,"['Macintosh', 'PC', 'iPhone', 'Android', 'Windows Phone']","['Action', 'Puzzle']",Number Of Players,Angry Birds,Rovio,Rovio,96d2b009-6f43-492b-8681-a1bc906c23b3,/games/bad-piggies
1148,Baja: Edge of Control Review,6.9,okay,Ryan Geddes,,2008-09-22,fac15f8a-fdf0-4ce2-a79d-58df5a3d2ce5,/articles/2008/09/22/baja-edge-of-control-review,Baja: Edge of Control,2008-09-22,"['PlayStation 3', 'Xbox 360']",Racing,"['Online - VS Number Of Players', 'Number Of Players', 'Online', 'Local - VS # of Players', 'Vibration', 'DualShock']",,2XL Games,THQ,cc926906-483b-4af8-b728-44fd5831a2c3,/games/baja-edge-of-control
1149,Baku Baku,8,great,Levi Buchanan,,2003-04-28,c8702144-d07c-4ccf-9fcd-081470ceaa54,/articles/2003/04/28/baku-baku,Baku Baku,1996-06-18,"['Saturn', 'PC', 'Wireless', 'Game Gear']",Puzzle,Number Of Players,,SEGA,"['SEGA Mobile', 'SEGA', 'Electro Source']",14d399be-bb7f-43f9-81aa-bf8a0a11635f,/games/baku-baku
1150,Baku Baku Review,7,good,Craig Harris,,1996-12-01,8c0f19d3-9ede-4158-923b-88285d2cde85,/articles/1996/12/01/baku-baku-review,Baku Baku,1996-06-18,"['Saturn', 'PC', 'Wireless', 'Game Gear']",Puzzle,Number Of Players,,SEGA,"['SEGA Mobile', 'SEGA', 'Electro Source']",14d399be-bb7f-43f9-81aa-bf8a0a11635f,/games/baku-baku
1151,Bakugan: Battle Brawlers Collector's Edition Review,6,okay,Chris Roper,,2009-10-20,40030a9d-986c-4cc4-997b-cdee7e941e8f,/articles/2009/10/20/bakugan-battle-brawlers-collectors-edition-review,Bakugan: Battle Brawlers,2009-10-20,"['Nintendo DS', 'PlayStation 2', 'Wii', 'PlayStation 3', 'Xbox 360']",Battle,,Bakugan,Now Production,Activision,9998e157-2f42-4b45-8fd3-bd936dd7ce09,/games/bakugan-battle-brawlers
1152,Bakugan: Battle Brawlers Review,6.2,okay,Chris Roper,,2009-10-20,27bf3ebb-a8f3-4866-9394-ae8f3a2bb309,/articles/2009/10/20/bakugan-battle-brawlers-review-5,Bakugan: Battle Brawlers,2009-10-20,"['Nintendo DS', 'PlayStation 2', 'Wii', 'PlayStation 3', 'Xbox 360']",Battle,,Bakugan,Now Production,Activision,9998e157-2f42-4b45-8fd3-bd936dd7ce09,/games/bakugan-battle-brawlers
1153,Bakugan: Battle Brawlers Review,6.2,okay,Chris Roper,,2009-10-20,78ae25c1-1503-449e-85a3-37327cbcab53,/articles/2009/10/20/bakugan-battle-brawlers-review-3,Bakugan: Battle Brawlers,2009-10-20,"['Nintendo DS', 'PlayStation 2', 'Wii', 'PlayStation 3', 'Xbox 360']",Battle,,Bakugan,Now Production,Activision,9998e157-2f42-4b45-8fd3-bd936dd7ce09,/games/bakugan-battle-brawlers
1154,Bakugan: Battle Brawlers Review,5.8,mediocre,Chris Roper,,2009-10-23,7e65f496-5f3c-4bcb-a397-44ac52c28ef0,/articles/2009/10/23/bakugan-battle-brawlers-review,Bakugan: Battle Brawlers,2009-10-20,"['Nintendo DS', 'PlayStation 2', 'Wii', 'PlayStation 3', 'Xbox 360']",Battle,,Bakugan,Now Production,Activision,9998e157-2f42-4b45-8fd3-bd936dd7ce09,/games/bakugan-battle-brawlers
1155,Bakugan: Battle Brawlers Review,6.2,okay,Chris Roper,,2009-10-20,b62949b2-4837-4260-8f37-f9498a2b8548,/articles/2009/10/20/bakugan-battle-brawlers-review-4,Bakugan: Battle Brawlers,2009-10-20,"['Nintendo DS', 'PlayStation 2', 'Wii', 'PlayStation 3', 'Xbox 360']",Battle,,Bakugan,Now Production,Activision,9998e157-2f42-4b45-8fd3-bd936dd7ce09,/games/bakugan-battle-brawlers
1156,Bakugan: Battle Brawlers Review,6,okay,Chris Roper,,2009-10-20,e4ff38bd-7de2-49d1-8939-9f1d38349e09,/articles/2009/10/20/bakugan-battle-brawlers-review-2,Bakugan: Battle Brawlers,2009-10-20,"['Nintendo DS', 'PlayStation 2', 'Wii', 'PlayStation 3', 'Xbox 360']",Battle,,Bakugan,Now Production,Activision,9998e157-2f42-4b45-8fd3-bd936dd7ce09,/games/bakugan-battle-brawlers
1157,Bakuretsu Muteki Bangaioh (Import),9.3,amazing,,,1999-12-21,8133a16e-41f6-4626-b796-7bb70b40b153,/articles/1999/12/21/bakuretsu-muteki-bangaioh-import,Bakuretsu Muteki Bangaioh,2001-03-21,"['Dreamcast', 'Nintendo 64']",Shooter,"['Number Of Players', 'Vibration', 'Memory Card', 'DualShock']",,Treasure,"['ESP', 'Conspiracy Entertainment', 'Electro Source', 'Swing! Entertainment']",dd4f5771-9312-4555-a50e-d21c51d93743,/games/bakuretsu-muteki-bangaioh
1158,Bakuretsu Muteki Bangaio (Import),7.8,good,,,2000-04-11,436df6ea-80e1-4e04-8905-3a4e74f46970,/articles/2000/04/11/bakuretsu-muteki-bangaio-import,Bakuretsu Muteki Bangaioh,2001-03-21,"['Dreamcast', 'Nintendo 64']",Shooter,"['Number Of Players', 'Vibration', 'Memory Card', 'DualShock']",,Treasure,"['ESP', 'Conspiracy Entertainment', 'Electro Source', 'Swing! Entertainment']",dd4f5771-9312-4555-a50e-d21c51d93743,/games/bakuretsu-muteki-bangaioh
1159,Balan Wonderworld Review,4,bad,Tom Marks,,2021-03-30,8e4915d3-df9a-4d1c-b82b-e62155b648a7,/articles/balan-wonderworld-review,Balan Wonderworld,2021-03-26,"['Nintendo Switch', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X|S', 'PC']","['Action', 'Platformer']",,Balan,Balan Company,Square Enix,d7b47840-3529-4044-b14e-69270cb09b3f,/games/balan-wonderworld
1160,Baldo: The Guardian Owls Review,4,bad,Gabriel Moss,PlayStation 5,2021-09-07,982f9032-7f1e-4bb7-a066-1c132bf0d865,/articles/baldo-the-guardian-owls-review,Baldo,2021-08-27,"['Nintendo Switch', 'Xbox One', 'PC', 'PlayStation 4']","['Action', 'Adventure']",,,Naps Team,Naps Team,f322af5e-91a6-430f-8f11-e9cd1c457030,/games/baldo
1161,Baldur's Gate,8.4,great,Levi Buchanan,,2004-10-19,37aa4722-83bb-44fe-8c2d-b854d0120797,/articles/2004/10/19/baldurs-gate,Baldur's Gate [Mobile],2004-10-18,Wireless,RPG,,"['Dungeons and Dragons [D&D]', ""Baldur's Gate""]",,Sorrent,a8b5c395-2c41-43f3-9eba-99dcddcc74a2,/games/baldurs-gate-mobile
1162,Baldur's Gate,9.4,amazing,,,1999-01-19,fa3a785f-15f2-450d-866c-b69ba43d1f5b,/articles/1999/01/19/baldurs-gate-6,Baldur's Gate,1998-12-24,"['PC', 'Macintosh']",RPG,"['Online', 'EAX']","['Dungeons and Dragons [D&D]', ""Baldur's Gate""]","['BioWare', 'Black Isle Studios']",Interplay,3eb6aa30-fa25-46bd-b3f7-baf36c37b7b6,/games/baldurs-gate
1163,Baldur's Gate 2: Enhanced Edition Review,8.3,great,Leif Johnson,,2013-11-27,0789f159-1a2d-4a39-85ec-65cbd5fe0ed6,/articles/2013/11/27/baldurs-gate-2-enhanced-edition-review,Baldur's Gate II -- Enhanced Edition,2013-11-15,"['PC', 'Macintosh', 'iPad', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Android']",RPG,,"[""Baldur's Gate"", 'Dungeons and Dragons [D&D]']","['Overhaul Games', 'Beamdog']","['Atari', 'Skybound Games']",f21b6a61-3c3a-4063-a5e5-7284db9d1dcc,/games/baldurs-gate-2-enhanced-edition
1164,Baldur's Gate 3 Early Access Review,7,good,Leana Hafer,,2020-10-13,3c49bf4d-a25f-431c-95c0-d87ba3c45fbc,/articles/baldurs-gate-3-review,Baldur's Gate III,2020-10-06,"['PC', 'Stadia']",RPG,,"['Dungeons and Dragons [D&D]', ""Baldur's Gate""]",Larian Studios,Larian Studios,31aa1257-77b5-4be3-a537-7994f5ffa3e2,/games/baldurs-gate-iii
1165,Baldur's Gate: Dark Alliance,8,great,Craig Harris,,2004-01-30,98a1136f-7f74-4ea3-a763-14751bb7061b,/articles/2004/01/30/baldurs-gate-dark-alliance-9,Baldur's Gate: Dark Alliance [GBA],2003-12-09,Game Boy Advance,"['Action', 'RPG']","['Number Of Players', 'Memory Card', 'Cartridge Save']","[""Baldur's Gate"", 'Dungeons and Dragons [D&D]']",Magic Pockets,"Destination Software, Inc. (DSI)",f5c64792-f0ed-407b-8532-32a2ef946e96,/games/baldurs-gate-dark-alliance-gba
1166,Baldur's Gate: Dark Alliance,7.5,good,Fran Mirabella III,,2002-11-13,cb04a59f-6d23-488e-907c-1a69303dfee7,/articles/2002/11/13/baldurs-gate-dark-alliance,Baldur's Gate: Dark Alliance,2001-12-04,"['PlayStation 2', 'Xbox', 'GameCube', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X|S', 'Nintendo Switch', 'PC', 'iPhone', 'Android']","['Action', 'RPG']",Offline Co-Op Multiplayer,"['Dungeons and Dragons [D&D]', ""Baldur's Gate""]","['High Voltage Software', 'Black Isle Studios', 'Snowblind Studios']","['Vivendi Games', 'Interplay', 'Black Isle Studios']",ce75b90c-0f5e-4994-9d19-ff775e4f1bd6,/games/baldurs-gate-dark-alliance
1167,Baldur's Gate: Dark Alliance,9.4,amazing,David Smith,,2001-12-03,e9d13f39-27b2-44a6-b883-2d7feb16f57e,/articles/2001/12/03/baldurs-gate-dark-alliance-7,Baldur's Gate: Dark Alliance,2001-12-04,"['PlayStation 2', 'Xbox', 'GameCube', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X|S', 'Nintendo Switch', 'PC', 'iPhone', 'Android']","['Action', 'RPG']",Offline Co-Op Multiplayer,"['Dungeons and Dragons [D&D]', ""Baldur's Gate""]","['High Voltage Software', 'Black Isle Studios', 'Snowblind Studios']","['Vivendi Games', 'Interplay', 'Black Isle Studios']",ce75b90c-0f5e-4994-9d19-ff775e4f1bd6,/games/baldurs-gate-dark-alliance
1168,Baldur's Gate: Dark Alliance II,8.4,great,Ed Lewis,,2004-01-21,3d6a3bfe-d6cb-42d1-ac93-a33f07b92944,/articles/2004/01/21/baldurs-gate-dark-alliance-ii-3,Baldur's Gate: Dark Alliance II,2004-01-20,"['PlayStation 2', 'Xbox']","['Action', 'RPG']","['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Dolby Digital', '480p']","[""Baldur's Gate"", 'Dungeons and Dragons [D&D]']","['Interplay', 'Black Isle Studios']","['Ingram Entertainment', 'Vivendi Games']",3aef1b77-107d-45ea-85bd-0db4b07feba2,/games/action-replay-ultimate-codes-baldurs-gate-dark-alliance-ii
1169,Baldur's Gate: Dark Alliance II,8.4,great,Ed Lewis,,2004-01-21,4e772697-b078-452a-9a65-02c6a0840aa6,/articles/2004/01/21/baldurs-gate-dark-alliance-ii-4,Baldur's Gate: Dark Alliance II,2004-01-20,"['PlayStation 2', 'Xbox']","['Action', 'RPG']","['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Dolby Digital', '480p']","[""Baldur's Gate"", 'Dungeons and Dragons [D&D]']","['Interplay', 'Black Isle Studios']","['Ingram Entertainment', 'Vivendi Games']",3aef1b77-107d-45ea-85bd-0db4b07feba2,/games/action-replay-ultimate-codes-baldurs-gate-dark-alliance-ii
1170,Baldur's Gate: Dark Alliance Review,8.5,great,,,2002-10-18,c26cc476-381e-4c2b-be7c-79e2637e4464,/articles/2002/10/18/baldurs-gate-dark-alliance-review,Baldur's Gate: Dark Alliance,2001-12-04,"['PlayStation 2', 'Xbox', 'GameCube', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X|S', 'Nintendo Switch', 'PC', 'iPhone', 'Android']","['Action', 'RPG']",Offline Co-Op Multiplayer,"['Dungeons and Dragons [D&D]', ""Baldur's Gate""]","['High Voltage Software', 'Black Isle Studios', 'Snowblind Studios']","['Vivendi Games', 'Interplay', 'Black Isle Studios']",ce75b90c-0f5e-4994-9d19-ff775e4f1bd6,/games/baldurs-gate-dark-alliance
1171,Baldur's Gate: Enhanced Edition Review,8.1,great,Leif Johnson,,2012-12-01,08d96364-c4fa-4e62-aa0a-74b734c90119,/articles/2012/12/01/baldurs-gate-enhanced-edition-review,Baldur's Gate -- Enhanced Edition,2012-11-28,"['Macintosh', 'PC', 'iPad', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",RPG,,"[""Baldur's Gate"", 'Dungeons and Dragons [D&D]']","['Overhaul Games', 'Beamdog']","['Atari', 'Skybound Games']",eccf289b-21b3-420d-974d-b5f45f984292,/games/baldurs-gate-enhanced-edition
1172,Baldur's Gate: Enhanced Edition Review (iPad),6,okay,Leif Johnson,,2012-12-13,2f5282a1-1436-462a-a3c2-8bcc6983b16c,/articles/2012/12/13/baldurs-gate-enhanced-edition-review-ipad,Baldur's Gate -- Enhanced Edition,2012-11-28,"['Macintosh', 'PC', 'iPad', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",RPG,,"[""Baldur's Gate"", 'Dungeons and Dragons [D&D]']","['Overhaul Games', 'Beamdog']","['Atari', 'Skybound Games']",eccf289b-21b3-420d-974d-b5f45f984292,/games/baldurs-gate-enhanced-edition
1173,Baldur's Gate II: Shadows of Amn,9.4,amazing,,,2000-10-10,7a50b7eb-c1e9-4f87-a439-00d2fbd815e5,/articles/2000/10/10/baldurs-gate-ii-shadows-of-amn,Baldur's Gate II: Shadows of Amn,2000-09-21,"['PC', 'Macintosh']",RPG,"['Number Of Players', 'Online - Co-Op Number Of Players', 'Online', 'EAX']","['Dungeons and Dragons [D&D]', ""Baldur's Gate""]",BioWare,"['MacPlay', 'Interplay', 'Black Isle Studios']",e637035f-21ed-4afa-a8a7-626c831198d1,/games/baldurs-gate-2
1174,Baldur's Gate II: Throne of Bhaal,9,amazing,,,2001-06-29,b39e5a14-cd40-44c1-abb3-30d098a8485c,/articles/2001/06/29/baldurs-gate-ii-throne-of-bhaal,Baldur's Gate II: Throne of Bhaal,2001-06-22,"['PC', 'Macintosh']","['RPG', 'DLC / Expansion']","['Number Of Players', 'Memory Card', 'Online', 'EAX']","[""Baldur's Gate"", 'Dungeons and Dragons [D&D]']","['BioWare', 'GraphSim']","['Interplay', 'MacSoft']",eb4897a4-a853-4b2a-b475-b8d01d6eddfa,/games/baldurs-gate-ii-throne-of-bhaal
1175,BallBlazer Champions,6,okay,,,1997-09-03,5ed8d404-9c49-4054-a82c-66254a93ee92,/articles/1997/09/03/ballblazer-champions,BallBlazer Champions,1997-11-17,PlayStation,"['Action', 'Sports']","['Number Of Players', 'Memory Card']",,Factor 5,"['LucasArts', 'Electro Source']",7be8adef-ed51-4a1d-8876-3b586c0fe4b4,/games/ballblazer-champions
1176,Ball Breakers,7.5,good,Sam Bishop,,2000-08-29,44e67944-4dfb-41c2-80d0-117b68f1034e,/articles/2000/08/29/ball-breakers,Ball Breakers,2000-08-03,"['PlayStation', 'Dreamcast', 'PC']",Action,"['Number Of Players', 'Vibration', 'DualShock', 'Memory Card', 'Memory Blocks', 'Local - VS # of Players']",,Lost Toys,Take-Two Interactive ,6f26a49f-ff1d-4bf5-a55b-1290c4841e79,/games/ball-breakers
1177,Ballistic,7,good,Craig Harris,,1999-11-06,8f5ef41c-e0eb-4ac1-a867-34a6f0b8ab49,/articles/1999/11/06/ballistic,Ballistic,1999-11-02,"['PlayStation', 'Game Boy Color', 'Nuon', 'iPhone', 'NeoGeo Pocket Color']","['Action', 'Puzzle']","['Number Of Players', 'Memory Card', 'Memory Blocks', 'Local - VS # of Players', 'DualShock', 'Vibration']",,Mitchell Corporation,"['Infogrames', 'Electro Source', 'SNK [1978-2001]', 'Hudson Soft']",62c4f64b-e687-4a16-8c39-c5237806e896,/games/ballistic
1178,Ballistic,8,great,,,1999-11-03,c79382db-f39f-4c38-a9f0-d03077edd074,/articles/1999/11/03/ballistic-2,Ballistic,1999-11-02,"['PlayStation', 'Game Boy Color', 'Nuon', 'iPhone', 'NeoGeo Pocket Color']","['Action', 'Puzzle']","['Number Of Players', 'Memory Card', 'Memory Blocks', 'Local - VS # of Players', 'DualShock', 'Vibration']",,Mitchell Corporation,"['Infogrames', 'Electro Source', 'SNK [1978-2001]', 'Hudson Soft']",62c4f64b-e687-4a16-8c39-c5237806e896,/games/ballistic
1179,Ballistic: Ecks vs. Sever,8.4,great,Craig Harris,,2002-10-17,dcada06c-c278-4a70-8e5f-d412a5179b72,/articles/2002/10/17/ballistic-ecks-vs-sever-2,Ballistic: Ecks vs. Sever,2002-09-24,"['Game Boy Advance', 'PlayStation 2']",Shooter,"['Number Of Players', 'Memory Card', 'DualShock', 'Vibration']",Ecks vs Sever,"['Crawfish Interactive', 'Zombie Studios']",BAM! Entertainment,eb41a495-f0cc-41d2-96ff-46160d9694e8,/games/ballistic-ecks-vs-sever
1180,Ballistics,7.2,good,,,2001-12-15,cb168eab-bb19-4fa3-8c2b-ae29af496a55,/articles/2001/12/15/ballistics,Ballistics,2001-10-23,"['PC', 'Arcade', 'Xbox']","['Racing', 'Action']","['Online', 'Number Of Players', 'Memory Card']",,GRIN,"['Xicat Interactive', 'Ingram Entertainment', 'Triotech']",f3b95a01-5519-4ee8-a1a1-07c8d31a05b7,/games/ballistics
1181,Balloon Fight-e,7,good,,,2002-09-17,c3663695-d666-4cef-aff1-e210e84b67ed,/articles/2002/09/17/balloon-fight-e,Balloon Fight,1986-06-10,"['NES', 'Game Boy Advance', 'Wii', 'Nintendo 3DS', 'Wii U', 'Nintendo Switch']",Action,,Balloon Fight,Nintendo R&D1,Nintendo,8d1fa1a1-68e1-4b3e-bf90-d00c66386ce5,/games/balloon-fight
1182,Balloon Fight Review,6,okay,Lucas M. Thomas,,2007-07-21,4ae1f0f6-e76b-4a2c-8c69-a69c7d9faf26,/articles/2007/07/21/balloon-fight-review,Balloon Fight,1986-06-10,"['NES', 'Game Boy Advance', 'Wii', 'Nintendo 3DS', 'Wii U', 'Nintendo Switch']",Action,,Balloon Fight,Nintendo R&D1,Nintendo,8d1fa1a1-68e1-4b3e-bf90-d00c66386ce5,/games/balloon-fight
1183,Balloon Headed Boy,8.5,great,Levi Buchanan,,2004-07-13,d0b1abb1-32c5-4f46-a0b1-60ab77c60936,/articles/2004/07/13/balloon-headed-boy,Balloon Headed Boy,2004-06-01,"['Wireless', 'iPhone']",Platformer,Number Of Players,,Morpheme,Morpheme,02e3a489-300c-4e1a-9737-69c83e7e97c8,/games/balloon-headed-boy
